FID,Shape *,LAB_REF,C14AGE,C14_STANDA,Period,COUNTY,Country,C14_MATERIAL,SITE_NAME,Overall context,C14_TAXON_,SPECIES_TR,MUNICIPALI,LATITUDE,LONGITUDE,Bioregion
169,Point,T-11566,1742,104,200-400 AD,Hedmark,Norway,Charcoal,Engelaug vestre,Other,Betula,Betula,Løten,60.8,11.3,Boreal
170,Point,T-16283,2235,104,400-200 BC,Akershus,Norway,Charcoal,Borgen,Other,Salix,Salix,Asker,59.8333,10.4333,Boreal
171,Point,T-8726,6794,104,5800-5600 BC,Hedmark,Norway,Charcoal,Brynhøa,Other,"Pinus, Salix",Salix,Trysil,61.5667,12.25,Alpine
172,Point,T-8726,6794,104,5800-5600 BC,Hedmark,Norway,Charcoal,Brynhøa,Other,"Pinus, Salix",Pinus,Trysil,61.5667,12.25,Alpine
173,Point,T-10872,1180,104,800-1000 AD,Hedmark,Norway,Charcoal,Åker 7/201,Other,"Betula, Picea",Picea,Hamar,60.8,11.1,Boreal
174,Point,T-10872,1180,104,800-1000 AD,Hedmark,Norway,Charcoal,Åker 7/201,Other,"Betula, Picea",Betula,Hamar,60.8,11.1,Boreal
175,Point,T-10770,2060,103,200-1 BC,Akershus,Norway,Charcoal,Holstad 1,Other,Betula,Betula,Ås,59.7,10.8,Boreal
176,Point,T-14374,1842,103,200-400 AD,Akershus,Norway,Charcoal,Huseby/Sørum prestegård,Settlement site,Betula,Betula,Sørum,60.0167,11.25,Boreal
177,Point,T-11417,2318,103,400-200 BC,Østfold,Norway,Charcoal,Gunnarstorp,Other,Betula,Betula,Sarpsborg,59.2167,11.1333,Boreal
178,Point,T-12775,1643,103,400-600 AD,Akershus,Norway,Charcoal,Haug,Settlement site,"Betula, Pinus",Betula,Ullensaker,60.1333,11.15,Boreal
179,Point,T-12775,1643,103,400-600 AD,Akershus,Norway,Charcoal,Haug,Settlement site,"Betula, Pinus",Pinus,Ullensaker,60.1333,11.15,Boreal
180,Point,T-10457,2463,103,600-400 BC,Akershus,Norway,Charcoal,Brattfoss,Other,"Tilia, Pinus",Tilia,Ullensaker,60.1167,11.25,Boreal
181,Point,T-10457,2463,103,600-400 BC,Akershus,Norway,Charcoal,Brattfoss,Other,"Tilia, Pinus",Pinus,Ullensaker,60.1167,11.25,Boreal
182,Point,T-9380,1107,103,800-1000 AD,Hedmark,Norway,Birch bark,Knuklia-Svartdalen,Other,Betula,Betula,Stange,60.6,11.3667,Boreal
183,Point,T-12599,1852,102,1-200 AD,Akershus,Norway,Charcoal,Dønnum,Settlement site,"Betula, Quercus",Betula,Eidsvoll,60.3,11.2167,Boreal
184,Point,T-12599,1852,102,1-200 AD,Akershus,Norway,Charcoal,Dønnum,Settlement site,"Betula, Quercus",Quercus,Eidsvoll,60.3,11.2167,Boreal
185,Point,T-10653,1880,102,1-200 AD,Hedmark,Norway,Charcoal,Gaustadmoen,Other,Pinus,Pinus,Eidskog,59.95,12.1667,Boreal
186,Point,T-15214,1751,102,200-400 AD,Akershus,Norway,Charcoal,Skoftestad,Other,Tilia,Tilia,Ås,59.65,10.7,Boreal
187,Point,T-8381,2152,102,400-200 BC,Oppland,Norway,Charcoal,Dokkfløyvatn,Iron production site,Pinus,Pinus,Gausdal,61.1667,9.95,Alpine
188,Point,T-9195,2493,102,800-600 BC,Oppland,Norway,Charcoal,Nordre Bjerke,Other,Betula,Betula,Gran,60.2167,10.5,Boreal
189,Point,T-10988,988,101,1000-1200 AD,Hedmark,Norway,Charcoal,Rødsmoen,Iron production site,Pinus,Pinus,Åmot,61.1667,11.45,Boreal
190,Point,T-12787,3118,101,1400-1200 BC,Akershus,Norway,Charcoal,Haug,Settlement site,Pinus,Pinus,Ullensaker,60.1333,11.15,Boreal
191,Point,T-18076,2062,101,200-1 BC,Østfold,Norway,Charcoal,Bustgård,Settlement site,"Prunus, Sorbus",Prunus,Sarpsborg,59.2833,11.1333,Boreal
192,Point,T-18076,2062,101,200-1 BC,Østfold,Norway,Charcoal,Bustgård,Settlement site,"Prunus, Sorbus",Sorbus,Sarpsborg,59.2833,11.1333,Boreal
193,Point,T-19629,2211,101,400-200 BC,Østfold,Norway,Charcoal,Glemminge østre,Other,Betula,Betula,Fredrikstad,59.25,10.9333,Boreal
194,Point,T-12063,1525,101,400-600 AD,Akershus,Norway,Charcoal,Venjar,Other,"Betula, Pinus",Betula,Eidsvoll,60.2833,11.1833,Boreal
195,Point,T-12063,1525,101,400-600 AD,Akershus,Norway,Charcoal,Venjar,Other,"Betula, Pinus",Pinus,Eidsvoll,60.2833,11.1833,Boreal
196,Point,T-15059,1595,101,400-600 AD,Vestfold,Norway,Charcoal,Barkåker,Other,"Betula,",Betula,Tønsberg,59.3,10.4667,Boreal
197,Point,T-12600,2415,101,600-400 BC,Akershus,Norway,Charcoal,Dønnum,Other,"Betula, Pinus",Betula,Eidsvoll,60.3,11.2167,Boreal
198,Point,T-12600,2415,101,600-400 BC,Akershus,Norway,Charcoal,Dønnum,Other,"Betula, Pinus",Pinus,Eidsvoll,60.3,11.2167,Boreal
199,Point,T-12757,2355,101,600-400 BC,Akershus,Norway,Charcoal,Haug,Settlement site,"Betula, Pinus",Betula,Ullensaker,60.1333,11.15,Boreal
200,Point,T-12757,2355,101,600-400 BC,Akershus,Norway,Charcoal,Haug,Settlement site,"Betula, Pinus",Pinus,Ullensaker,60.1333,11.15,Boreal
201,Point,T-10491,2330,101,600-400 BC,Vest-Agder,Norway,Bark,Lundevågen,Settlement site,Quercus?,Quercus,Farsund,58.0833,6.7833,Atlantic
202,Point,Tua-1307,7145,101,6500-6000 BC,Hedmark,Norway,Hazel nutshell,Persmyrkoia,Other,Hazel nutshell,Corylus,Åmot,61.2,11.45,Boreal
203,Point,T-11544,875,100,1000-1200 AD,Hedmark,Norway,Charcoal,RødsP6,Iron production site,"Pinus, Juniperus",Juniper,Åmot,61.137,11.443,Boreal
204,Point,T-11544,875,100,1000-1200 AD,Hedmark,Norway,Charcoal,RødsP6,Iron production site,"Pinus, Juniperus",Pinus,Åmot,61.137,11.443,Boreal
205,Point,Ua-379,775,100,1000-1200 AD,Buskerud,Norway,Charcoal,K1,Iron production site,Betula,Betula,Ål,60.715,7.616,Alpine
206,Point,T-8154,930,100,1000-1200 AD,Oppland,Norway,Charcoal,Jfp.31,Iron production site,Pinus,Pinus,Gausdal,61.266,10.071,Alpine
207,Point,T-2037,2820,100,1000-800 BC,Østfold,Norway,Charcoal,Opstad,Other,Betula,Betula,Tune,59.3,11.05,Boreal
208,Point,T-12452,1864,100,1-200 AD,Akershus,Norway,Charcoal,Garder,Settlement site,"Betula, Pinus",Betula,Ullensaker,60.1833,11.05,Boreal
209,Point,T-12452,1864,100,1-200 AD,Akershus,Norway,Charcoal,Garder,Settlement site,"Betula, Pinus",Pinus,Ullensaker,60.1833,11.05,Boreal
210,Point,T-5070,1880,100,1-200 AD,Trøndelag,Norway,Charcoal,HeglJfp.23,Other,Picea,Picea,Levanger,63.701,11.197,Atlantic
211,Point,T-1676,1990,100,1-200 AD,Hordaland,Norway,Charcoal,Fet,Iron production site,Pinus,Pinus,Eidfjord,60.49,7.168,Atlantic
212,Point,T-11932,1920,100,1-200 AD,Trøndelag,Norway,Charcoal,"Myggvollen, Øst-Fjergen",Iron production site,Pinus,Pinus,Meråker,63.446,11.847,Alpine
213,Point,T-15967,1930,100,1-200 AD,Telemark,Norway,Charcoal,"Evja, Nisser",Iron production site,Pinus,Pinus,Nissedal,59.021,8.517,Boreal
214,Point,T-2662,1670,100,1-200 AD,Vest-Agder,Norway,Charcoal,Eg,Iron production site,Betula,Betula,Kristiansand,58.155,7.986,Atlantic
215,Point,T-2032,2930,100,1200-1000 BC,Østfold,Norway,Charcoal,Opstad,Other,Betula,Betula,Tune,59.3,11.05,Boreal
216,Point,T-6281,610,100,1200-1400 AD,Aust-Agder,Norway,Charcoal,Breive,Other,Betula,Betula,Bykle,59.5667,7.3,Alpine
217,Point,T-6981,610,100,1200-1400 AD,Aust-Agder,Norway,Charcoal,Breive,Other,Betula,Betula,Bykle,59.5667,7.3,Alpine
218,Point,T-2244,2990,100,1400-1200 BC,Østfold,Norway,Charcoal,Opstad,Other,Betula,Betula,Tune,59.3,11.05,Boreal
219,Point,T-7384,330,100,1400-1600 AD,Buskerud,Norway,Charcoal,Rundtom,Iron production site,Pinus,Pinus,Ringerike,60.1833,10.25,Boreal
220,Point,T-2039,3270,100,1600-1400 BC,Østfold,Norway,Charcoal,Opstad,Other,Pinus,Pinus,Tune,59.3,11.05,Boreal
221,Point,T-1348,290,100,1600-1800 AD,Telemark,Norway,Wood,Hellesø,Other,Pinus?,Pinus,Bamble,59.0167,9.5667,Boreal
222,Point,T-4750,1520,100,200-400 AD,Oppland,Norway,Charcoal,Stee,Other,"Pinus, Betula",Betula,Vestre Slidre,61.1333,8.8833,Boreal
223,Point,T-14217,1605,100,200-400 AD,Aust-Agder,Norway,Charcoal,Sæveli søndre,Settlement site,"Betula, Corylus",Betula,Grimstad,58.3667,8.6167,Boreal
224,Point,T-18072,1806,100,200-400 AD,Østfold,Norway,Charcoal,Molteberg,Other,Betula,Betula,Fredrikstad,59.2833,11.1108,Boreal
225,Point,T-10654,1789,100,200-400 AD,Hedmark,Norway,Charcoal,Gaustadmoen,Other,Pinus,Pinus,Eidskog,59.95,12.1667,Boreal
226,Point,T-7938,1770,100,200-400 AD,Oppland,Norway,Charcoal,Dokkfløyvatn 1,Other,Pinus,Pinus,Gausdal,61.1167,9.9833,Alpine
227,Point,T-4900,1830,100,200-400 AD,Trøndelag,Norway,Charcoal,Heglesvollen,Iron production site,Pinus,Pinus,Levanger,63.701,11.197,Atlantic
228,Point,T-9104,1705,100,200-400 AD,Trøndelag,Norway,Charcoal,Tovmoen,Iron production site,Betula,Betula,Midtre Gauldal,62.942,10.539,Alpine
229,Point,T-7937,1710,100,200-400 AD,Oppland,Norway,Charcoal,Dokkfløyvatn 1,Other,Pinus,Pinus,Gausdal,61.1167,9.9833,Alpine
230,Point,T-19388,4615,100,3400-3200 BC,Hedmark,Norway,Charcoal,Melvold (S11),Other,Pinus,Pinus,Åmot,61.137,11.443,Boreal
231,Point,T-8117,4840,100,3600-3400 BC,Oppland,Norway,Charcoal,Dokkfløyvatn,Settlement site,Pinus,Pinus,Gausdal,61.1667,9.95,Alpine
232,Point,T-7709,4890,100,3800-3600 BC,Oppland,Norway,Charcoal,Dokkfløyvatn,Other,"Pinus, Salix",Salix,Gausdal,61.1667,9.95,Alpine
233,Point,T-7709,4890,100,3800-3600 BC,Oppland,Norway,Charcoal,Dokkfløyvatn,Other,"Pinus, Salix",Pinus,Gausdal,61.1667,9.95,Alpine
234,Point,Tua-1999,5128,100,4000-3800 BC,Vestfold,Norway,Charcoal,Tømmerås,Settlement site,Fraxinus,Fraxinus,Sande,59.5,10.1667,Boreal
235,Point,T-7705,5130,100,4000-3800 BC,Oppland,Norway,Charcoal,Dokkfløyvatn,Settlement site,Pinus,Pinus,Gausdal,61.1667,9.95,Alpine
236,Point,T-15354,5112,100,4000-3800 BC,Vestfold,Norway,Charcoal,Sandvigen/Berger,Settlement site,Salix/Populus,Salix,Sande,59.55,10.3833,Boreal
237,Point,T-2229,2270,100,400-200 BC,Vest-Agder,Norway,Charcoal,Øyvold,Other,"Quercus, Tilia",Tilia,Farsund,58.1167,6.7667,Atlantic
238,Point,T-2229,2270,100,400-200 BC,Vest-Agder,Norway,Charcoal,Øyvold,Other,"Quercus, Tilia",Quercus,Farsund,58.1167,6.7667,Atlantic
239,Point,T-6662,2250,100,400-200 BC,Vestfold,Norway,Charcoal,Tassebekk,Settlement site,Corylus,Corylus,Sandefjord,59.171,10.241,Boreal
240,Point,T-7848,2180,100,400-200 BC,Oppland,Norway,Charcoal,N. Bjørke,Other,Picea,Picea,Gran,60.419,10.506,Boreal
241,Point,T-4750,1520,100,400-600 AD,Oppland,Norway,Charcoal,Stee,Other,"Pinus, Betula",Pinus,Vestre Slidre,61.1333,8.8833,Boreal
242,Point,T-14217,1605,100,400-600 AD,Aust-Agder,Norway,Charcoal,Sæveli søndre,Settlement site,"Betula, Corylus",Corylus,Grimstad,58.3667,8.6167,Boreal
243,Point,T-11187,1567,100,400-600 AD,Buskerud,Norway,Charcoal,Bråten,Settlement site,Betula,Betula,Ringerike,60.1667,10.2167,Boreal
244,Point,Ua-378,1375,100,400-600 AD,Buskerud,Norway,Charcoal,K1,Iron production site,Betula,Betula,Ål,60.715,7.616,Alpine
245,Point,Beta-79591,1540,100,400-600 AD,Hedmark,Norway,Charcoal,Furnes allmenning,Iron production site,Pinus,Pinus,Ringsaker,60.954,10.79,Boreal
246,Point,T-9845,1540,100,400-600 AD,Oppland,Norway,Charcoal,Åmotseter,Iron production site,Pinus,Pinus,Ringebu,61.5,10.215,Boreal
247,Point,T-6333,1530,100,400-600 AD,Trøndelag,Norway,Charcoal,Jfp 29,Iron production site,Pinus,Pinus,Levanger,63.701,11.197,Atlantic
248,Point,T-12806,5820,100,4800-4600 BC,Hedmark,Norway,Charcoal,Persmyrkoia,Settlement site,Pinus,Pinus,Åmot,61.2,11.45,Boreal
249,Point,T-7646,5790,100,4800-4600 BC,Aust-Agder,Norway,Charcoal,Vassendøya 1,Other,Pinus,Pinus,Bygland,59.65,7.8167,Alpine
250,Point,T-17364,6390,100,5400-5200 BC,Hedmark,Norway,Charcoal,Stræten terrasse (S3),Other,Pinus,Pinus,Åmot,61.137,11.443,Boreal
251,Point,T-12150,1284,100,600-800 AD,Akershus,Norway,Charcoal,Flyplassområdet,Iron production site,Pinus,Pinus,Nannestad,60.2333,11.0833,Boreal
252,Point,T-18863,1090,100,600-800 AD,Oppland,Norway,Charcoal,Gudbrandslie,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
253,Point,T-2134,8790,100,8000-7500 BC,Østfold,Norway,Charcoal,Tørkop,Other,"Pinus, Betula",Pinus,Halden,59.1,11.4333,Boreal
254,Point,T-7211,1180,100,800-1000 AD,Trøndelag,Norway,Charcoal,Håen,Iron production site,Pinus,Pinus,Melhus,63.249,10.26,Atlantic
255,Point,T-12120,1028,99,1000-1200 AD,Akershus,Norway,Charcoal,Garder,Settlement site,"Betula, Picea",Picea,Ullensaker,60.1833,11.05,Boreal
256,Point,T-12120,1028,99,1000-1200 AD,Akershus,Norway,Charcoal,Garder,Settlement site,"Betula, Picea",Betula,Ullensaker,60.1833,11.05,Boreal
257,Point,Tua-1472,824,99,1000-1200 AD,Buskerud,Norway,Wood,Veggli kirke,Other,Pinus,Pinus,RolLayer,60.0333,9.15,Boreal
258,Point,T-10626,877,99,1000-1200 AD,Vestfold,Norway,Charcoal,Fyllpå,Other,Ulmus,Ulmus,Tønsberg,59.3149,10.3673,Boreal
259,Point,T-9479,659,99,1200-1400 AD,Østfold,Norway,Charcoal,Hovin,Other,Picea,Picea,Spydeberg,59.6325,11.1192,Boreal
260,Point,T-12168,3577,99,2000-1800 BC,Østfold,Norway,Charcoal,Utnehaugen,Settlement site,Betula,Betula,Tune,59.3,11.05,Boreal
261,Point,T-13023,2038,99,200-1 BC,Buskerud,Norway,Charcoal,Uthus,Settlement site,Pinus,Pinus,Hol,60.5167,8.15,Alpine
262,Point,T-9718,1832,99,200-1 BC,Vest-Agder,Norway,Charcoal,Rosfjord,Other,Betula,Betula,Lyngdal,58.1167,7.0333,Atlantic
263,Point,T-14994,1560,99,200-400 AD,Aust-Agder,Norway,Charcoal,Evje prestegård,Other,"Betula, Corylus",Betula,Evje og Hornnes,58.6,7.8333,Boreal
264,Point,T-11035,1727,99,200-400 AD,Akershus,Norway,Charcoal,Habberstad,Settlement site,"Betula, Corylus",Betula,Ullensaker,60.1167,11.25,Boreal
265,Point,T-11035,1727,99,200-400 AD,Akershus,Norway,Charcoal,Habberstad,Settlement site,"Betula, Corylus",Corylus,Ullensaker,60.1167,11.25,Boreal
266,Point,T-18073,1668,99,200-400 AD,Østfold,Norway,Charcoal,Solberg,Settlement site,Betula,Betula,Sarpsborg,59.2833,11.1333,Boreal
267,Point,T-11805,1800,99,200-400 AD,Akershus,Norway,Charcoal,Rød nedre,Other,Betula,Betula,Vestby,59.559,10.72,Boreal
268,Point,T-14215,2247,99,400-200 BC,Aust-Agder,Norway,Charcoal,Gjømle,Other,Ulmus,Ulmus,Grimstad,58.3667,8.6167,Boreal
269,Point,T-9719,2088,99,400-200 BC,Vest-Agder,Norway,Charcoal,Rosfjord,Other,Betula,Betula,Lyngdal,58.1167,7.0333,Atlantic
270,Point,T-14994,1560,99,400-600 AD,Aust-Agder,Norway,Charcoal,Evje prestegård,Other,"Betula, Corylus",Corylus,Evje og Hornnes,58.6,7.8333,Boreal
271,Point,Tua-1646,1636,99,400-600 AD,Hedmark,Norway,Charcoal,Persmyrkoia,Other,Pinus,Pinus,Åmot,61.2,11.45,Boreal
272,Point,T-19391,5695,99,4600-4400 BC,Hedmark,Norway,Charcoal,Rødstranda,Settlement site,Pinus,Pinus,Åmot,61.2,11.45,Boreal
273,Point,T-8846,1310,99,600-800 AD,Vestfold,Norway,Charcoal,Prestegården,Other,Corylus,Corylus,Borre,59.4167,10.5,Boreal
274,Point,T-14436,7806,99,7000-6500 BC,Akershus,Norway,Charcoal,Solhellinga,Other,Pinus,Pinus,Ullensaker,60.15,11.1333,Boreal
275,Point,T-10455,7878,99,7000-6500 BC,Akershus,Norway,Charcoal,Ukuset,Settlement site,Pinus,Pinus,Ullensaker,60.1167,11.25,Boreal
276,Point,T-15483,2466,99,800-600 BC,Vestfold,Norway,Charcoal,Amundsrød,Other,Salix,Salix,Tønsberg,59.2833,10.4667,Boreal
277,Point,T-12151,862,98,1000-1200 AD,Akershus,Norway,Charcoal,Flyplassområdet,Iron production site,Pinus,Pinus,Nannestad,60.2333,11.0833,Boreal
278,Point,T-18058,1978,98,1-200 AD,Østfold,Norway,Charcoal,Missingen,Settlement site,Betula,Betula,Råde,59.35,10.9333,Boreal
279,Point,T-10518,568,98,1200-1400 AD,Oppland,Norway,Charcoal,Øverbymarka,Other,"Betula, Pinus",Betula,Gjøvik,60.8,10.65,Boreal
280,Point,T-10518,568,98,1200-1400 AD,Oppland,Norway,Charcoal,Øverbymarka,Other,"Betula, Pinus",Pinus,Gjøvik,60.8,10.65,Boreal
281,Point,T-10600,333,98,1400-1600 AD,Oppland,Norway,Charcoal,Øverbymarka 1,Other,"Betula, Picea",Picea,Gjøvik,60.8,10.6333,Boreal
282,Point,T-10600,333,98,1400-1600 AD,Oppland,Norway,Charcoal,Øverbymarka 1,Other,"Betula, Picea",Betula,Gjøvik,60.8,10.6333,Boreal
283,Point,T-12780,2098,98,200-1 BC,Akershus,Norway,Charcoal,Haug,Settlement site,Pinus,Pinus,Ullensaker,60.1333,11.15,Boreal
284,Point,T-10517,1694,98,200-400 AD,Oppland,Norway,Charcoal,Øverbymarka,Other,"Betula, Corylus",Betula,Gjøvik,60.8,10.65,Boreal
285,Point,T-10517,1694,98,200-400 AD,Oppland,Norway,Charcoal,Øverbymarka,Other,"Betula, Corylus",Corylus,Gjøvik,60.8,10.65,Boreal
286,Point,T-12064,1607,98,400-600 AD,Akershus,Norway,Charcoal,Venjar,Other,Betula,Betula,Eidsvoll,60.2833,11.1833,Boreal
287,Point,T-9197,1628,98,400-600 AD,Oppland,Norway,Charcoal,Røssem,Other,Pinus,Pinus,Nord Fron,61.6667,9.2,Alpine
288,Point,T-11630,2179,98,600-400 BC,Oppland,Norway,Charcoal,Vestre Slidre prestegård,Other,Betula,Betula,Vestre Slidre,61.1,8.9667,Boreal
289,Point,T-11472,1326,98,600-800 AD,Akershus,Norway,Charcoal,Flatbysæter,Other,Pinus,Pinus,Ullensaker,60.1333,11.2,Boreal
290,Point,Tua-3483,1960,97,1-200 AD,Akershus,Norway,Charcoal,Sørum1,Other,"Betula, Corylus",Betula,Sørum,60.5167,10.3,Boreal
291,Point,Tua-3483,1960,97,1-200 AD,Akershus,Norway,Charcoal,Sørum1,Other,"Betula, Corylus",Corylus,Sørum,60.5167,10.3,Boreal
292,Point,T-10656,2882,97,1200-1000 BC,Buskerud,Norway,Charcoal,Furumo,Settlement site,Pinus,Pinus,Modum,59.9333,9.95,Boreal
293,Point,T-12444,704,97,1200-1400 AD,Akershus,Norway,Charcoal,Garder,Other,"Betula, Pinus",Betula,Ullensaker,60.1833,11.05,Boreal
294,Point,T-12444,704,97,1200-1400 AD,Akershus,Norway,Charcoal,Garder,Other,"Betula, Pinus",Pinus,Ullensaker,60.1833,11.05,Boreal
295,Point,T-12457,589,97,1200-1400 AD,Akershus,Norway,Charcoal,Garder,Settlement site,Betula,Betula,Ullensaker,60.1833,11.05,Boreal
296,Point,T-15275,2019,97,200-1 BC,Buskerud,Norway,Charcoal,Bråten,Other,Betula,Betula,Ringerike,60.1667,10.2167,Boreal
297,Point,T-15475,1813,97,200-400 AD,Vestfold,Norway,Charcoal,Våle prestegård,Other,Betula,Betula,Våle,59.4167,10.2833,Boreal
298,Point,T-15223,1844,97,200-400 AD,Akershus,Norway,Charcoal,Moer Nordre,Settlement site,Corylus,Corylus,Ås,59.65,10.8,Boreal
299,Point,T-12638,2191,97,400-200 BC,Akershus,Norway,Charcoal,Lyshaug,Settlement site,"Betula, Pinus",Betula,Nannestad,60.1667,11.0667,Boreal
300,Point,T-12638,2191,97,400-200 BC,Akershus,Norway,Charcoal,Lyshaug,Settlement site,"Betula, Pinus",Pinus,Nannestad,60.1667,11.0667,Boreal
301,Point,T-14488,5492,97,4400-4200 BC,Akershus,Norway,Charcoal,Bølstad,Other,"Betula, Corylus",Betula,Ås,59.7333,10.7667,Boreal
302,Point,T-14488,5492,97,4400-4200 BC,Akershus,Norway,Charcoal,Bølstad,Other,"Betula, Corylus",Corylus,Ås,59.7333,10.7667,Boreal
303,Point,T-12124,1170,97,800-1000 AD,Akershus,Norway,Charcoal,Garder,Settlement site,"Betula, Picea",Picea,Ullensaker,60.1833,11.05,Boreal
304,Point,T-12124,1170,97,800-1000 AD,Akershus,Norway,Charcoal,Garder,Settlement site,"Betula, Picea",Betula,Ullensaker,60.1833,11.05,Boreal
305,Point,T-12138,1043,96,1000-1200 AD,Hedmark,Norway,Charcoal,Nesvangen,Other,Betula,Betula,Åmot,61.1333,11.3667,Boreal
306,Point,T-13316,1965,96,1-200 AD,Akershus,Norway,Charcoal,Moer Nordre,Other,Betula,Betula,Ås,59.65,10.8,Boreal
307,Point,T-12057,633,96,1200-1400 AD,Akershus,Norway,Charcoal,Langeland,Settlement site,Picea,Picea,Ullensaker,60.1167,11.1333,Boreal
308,Point,T-14995,1510,96,200-400 AD,Aust-Agder,Norway,Charcoal,Evje prestegård,Other,"Betula, Corylus",Betula,Evje og Hornnes,58.6,7.8333,Boreal
309,Point,T-10478,3869,96,2400-2200 BC,Vest-Agder,Norway,Charcoal,Lundevågen,Other,"Betula, Corylus",Corylus,Farsund,58.0833,6.7833,Atlantic
310,Point,T-10478,3869,96,2600-2400 BC,Vest-Agder,Norway,Charcoal,Lundevågen,Other,"Betula, Corylus",Betula,Farsund,58.0833,6.7833,Atlantic
311,Point,T-14995,1510,96,400-600 AD,Aust-Agder,Norway,Charcoal,Evje prestegård,Other,"Betula, Corylus",Corylus,Evje og Hornnes,58.6,7.8333,Boreal
312,Point,T-16939,880,95,1000-1200 AD,Hedmark,Norway,Charcoal,Kroksrud vestre,Other,"Betula, Pinus",Betula,Ringsaker,60.9,10.7167,Boreal
313,Point,T-16939,880,95,1000-1200 AD,Hedmark,Norway,Charcoal,Kroksrud vestre,Other,"Betula, Pinus",Pinus,Ringsaker,60.9,10.7167,Boreal
314,Point,T-11549,920,95,1000-1200 AD,Hedmark,Norway,Charcoal,Rødsmoen,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
315,Point,T-18211,890,95,1000-1200 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
316,Point,T-18382,925,95,1000-1200 AD,Vestfold,Norway,Charcoal,Rødbøl,Iron production site,Pinus,Pinus,Larvik,59.054,10.013,Boreal
317,Point,T-18867,955,95,1000-1200 AD,Oppland,Norway,Charcoal,Gudbrandslie,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
318,Point,T-18176,1035,95,1000-1200 AD,Hedmark,Norway,Charcoal,Jfp.3,Iron production site,Picea,Picea,Åmot,61.137,11.443,Boreal
319,Point,T-18015,885,95,1000-1200 AD,Hedmark,Norway,Charcoal,Jfp.5,Iron production site,Picea,Picea,Åmot,61.137,11.443,Boreal
320,Point,T-12436,613,95,1200-1400 AD,Akershus,Norway,Charcoal,Garder,Settlement site,"Betula, Picea",Picea,Ullensaker,60.1833,11.05,Boreal
321,Point,T-12436,613,95,1200-1400 AD,Akershus,Norway,Charcoal,Garder,Settlement site,"Betula, Picea",Betula,Ullensaker,60.1833,11.05,Boreal
322,Point,T-18469,645,95,1200-1400 AD,Østfold,Norway,Charcoal,Enger søndre,Other,Betula,Betula,Askim,59.5527,11.159,Boreal
323,Point,T-11128,725,95,1200-1400 AD,Hedmark,Norway,Charcoal,Vang allmenning,Iron production site,Picea,Picea,Hamar,60.821,11.119,Boreal
324,Point,T-18468,345,95,1400-1600 AD,Aust-Agder,Norway,Charcoal,Tovdal,Iron production site,Picea,Picea,Åmli,58.792,8.325,Boreal
325,Point,Tra-2074,3350,95,1800-1600 BC,Vestfold,Norway,Charcoal,E18 lok.50,Other,"Mineralised wood, Alnus",Alnus,Sandefjord,59.208,10.2388,Boreal
326,Point,T-15206,1660,95,200-400 AD,Akershus,Norway,Charcoal,Treider,Other,Betula,Betula,Ås,59.6667,10.7333,Boreal
327,Point,T-10351,4687,95,3600-3400 BC,Vestfold,Norway,Charcoal,Vardal S,Settlement site,Pinus,Pinus,Sande,59.5833,10.05,Boreal
328,Point,T-10941,1381,95,400-600 AD,Aust-Agder,Norway,Charcoal,Hovden,Iron production site,Betula,Betula,Bykle,59.5667,7.3833,Alpine
329,Point,T-15669,1619,95,400-600 AD,Trøndelag,Norway,Charcoal,R 20,Iron production site,Pinus,Pinus,Meråker,63.446,11.847,Alpine
330,Point,T-14812,6510,95,5600-5400 BC,Hedmark,Norway,Charcoal,Nedre Glesåtjern,Other,Pinus,Pinus,Åmot,61.137,11.443,Boreal
331,Point,Tua-1266,6961,95,6000-5800 BC,Hedmark,Norway,Hazel nutshell,Persmyrkoia,Other,Hazel nutshell,Corylus,Åmot,61.2,11.45,Boreal
332,Point,T-12792,2426,95,600-400 BC,Akershus,Norway,Charcoal,Haug,Settlement site,Pinus,Pinus,Ullensaker,60.1333,11.15,Boreal
333,Point,T-18700,1050,95,600-800 AD,Buskerud,Norway,Charcoal,Haglebu3,Iron production site,Betula,Betula,Sigdal,60.096,9.461,Boreal
334,Point,T-8844,1237,95,600-800 AD,Vestfold,Norway,Wood,S. Vold,Other,Quercus,Quercus,Borre,59.4167,10.5,Boreal
335,Point,Tua-1813,872,94,1000-1200 AD,Hedmark,Norway,Charcoal, ,Other,Pinus,Pinus,Stor-Elvdal,61.548,11.01,Boreal
336,Point,T-16423,1850,94,200-400 AD,Vest-Agder,Norway,Charcoal,Krokehommen/Sandvatn,Iron production site,Salix/Populus,Salix,Åseral,58.5833,7.3167,Atlantic
337,Point,T-8808,6846,94,5800-5600 BC,Østfold,Norway,Charcoal,Saugbruksforeningen,Settlement site,Ulmus,Ulmus,Halden,59.1333,11.8333,Boreal
338,Point,T-12424,575,93,1200-1400 AD,Akershus,Norway,Charcoal,Garder,Settlement site,"Picea, Pinus",Picea,Ullensaker,60.1833,11.05,Boreal
